FIPS,State,Area name,Population 2020,Population 2021
17013,IL,Calhoun County,"4,437","4,369"
17015,IL,Carroll County,"15,702","15,698"
17017,IL,Cass County,"13,042","12,773"
17019,IL,Champaign County,"205,865","205,943"
17021,IL,Christian County,"34,032","33,662"
17023,IL,Clark County,"15,455","15,300"
17025,IL,Clay County,"13,288","13,143"
17027,IL,Clinton County,"36,899","36,793"
17029,IL,Coles County,"46,863","46,765"
17031,IL,Cook County,"5,275,541","5,173,146"
17033,IL,Crawford County,"18,679","18,659"
17035,IL,Cumberland County,"10,450","10,345"
17037,IL,DeKalb County,"100,420","100,414"
17039,IL,De Witt County,"15,516","15,341"
17041,IL,Douglas County,"19,740","19,722"
17043,IL,DuPage County,"932,877","924,885"
17045,IL,Edgar County,"16,866","16,520"
17047,IL,Edwards County,"6,245","6,075"
17049,IL,Effingham County,"34,668","34,430"
17051,IL,Fayette County,"21,488","21,384"
17053,IL,Ford County,"13,534","13,511"
17055,IL,Franklin County,"37,804","37,442"
17057,IL,Fulton County,"33,609","33,197"
17059,IL,Gallatin County,"4,946","4,903"
17061,IL,Greene County,"11,985","11,843"
17063,IL,Grundy County,"52,533","52,989"
17065,IL,Hamilton County,"7,993","7,911"
17067,IL,Hancock County,"17,620","17,400"
17069,IL,Hardin County,"3,649","3,650"
17071,IL,Henderson County,"6,387","6,312"
17073,IL,Henry County,"49,284","48,907"
17075,IL,Iroquois County,"27,077","26,827"
17077,IL,Jackson County,"52,974","52,565"
17079,IL,Jasper County,"9,287","9,193"
17081,IL,Jefferson County,"37,113","36,877"
17083,IL,Jersey County,"21,512","21,333"
17085,IL,Jo Daviess County,"22,035","21,939"
17087,IL,Johnson County,"13,308","13,463"
17089,IL,Kane County,"516,522","515,588"
17091,IL,Kankakee County,"107,502","106,601"
17093,IL,Kendall County,"131,869","134,867"
17095,IL,Knox County,"49,967","49,268"
17097,IL,Lake County,"714,342","711,239"
17099,IL,LaSalle County,"109,658","108,965"
17101,IL,Lawrence County,"15,280","15,152"
17103,IL,Lee County,"34,145","34,049"
17105,IL,Livingston County,"35,815","35,664"
17107,IL,Logan County,"27,987","27,992"
17109,IL,McDonough County,"27,238","26,828"
17111,IL,McHenry County,"310,229","311,122"
17113,IL,McLean County,"170,954","170,889"
17115,IL,Macon County,"103,998","102,432"
17117,IL,Macoupin County,"44,967","44,406"
17119,IL,Madison County,"265,859","264,490"
17121,IL,Marion County,"37,729","37,390"
17123,IL,Marshall County,"11,742","11,663"
17125,IL,Mason County,"13,086","12,881"
17127,IL,Massac County,"14,169","13,960"
17129,IL,Menard County,"12,297","12,164"
17131,IL,Mercer County,"15,699","15,582"
17133,IL,Monroe County,"34,962","34,932"
17135,IL,Montgomery County,"28,288","28,084"
17137,IL,Morgan County,"32,915","32,606"
17139,IL,Moultrie County,"14,526","14,510"
17141,IL,Ogle County,"51,788","51,449"
17143,IL,Peoria County,"181,830","179,432"
17145,IL,Perry County,"20,945","20,985"
17147,IL,Piatt County,"16,673","16,753"
17149,IL,Pike County,"14,739","14,618"
17151,IL,Pope County,"3,763","3,779"
17153,IL,Pulaski County,"5,193","5,065"
17155,IL,Putnam County,"5,637","5,566"
17157,IL,Randolph County,"30,163","30,142"
17159,IL,Richland County,"15,813","15,796"
17161,IL,Rock Island County,"144,672","142,909"
17163,IL,St. Clair County,"257,400","254,796"
17165,IL,Saline County,"23,768","23,320"
17167,IL,Sangamon County,"196,343","194,734"
17169,IL,Schuyler County,"6,902","6,843"
17171,IL,Scott County,"4,949","4,836"
17173,IL,Shelby County,"20,990","20,789"
17175,IL,Stark County,"5,400","5,294"
17177,IL,Stephenson County,"44,630","44,021"
17179,IL,Tazewell County,"131,343","130,413"
17181,IL,Union County,"17,244","16,923"
17183,IL,Vermilion County,"74,188","73,095"
17185,IL,Wabash County,"11,361","11,202"
17187,IL,Warren County,"16,835","16,531"
17189,IL,Washington County,"13,761","13,655"
17191,IL,Wayne County,"16,179","15,963"
17193,IL,White County,"13,877","13,784"
17195,IL,Whiteside County,"55,691","55,305"
17197,IL,Will County,"696,355","697,252"
17199,IL,Williamson County,"67,153","66,879"
17201,IL,Winnebago County,"285,350","283,119"
17203,IL,Woodford County,"38,467","38,225"
18000,IN,Indiana,"6,785,528","6,805,985"
18001,IN,Adams County,"35,809","35,961"
18003,IN,Allen County,"385,410","388,608"
18005,IN,Bartholomew County,"82,208","82,475"
18007,IN,Benton County,"8,719","8,714"
18009,IN,Blackford County,"12,112","12,091"
18011,IN,Boone County,"70,812","73,052"
18013,IN,Brown County,"15,475","15,552"
18015,IN,Carroll County,"20,306","20,444"
18017,IN,Cass County,"37,870","37,563"
18019,IN,Clark County,"121,093","122,738"
18021,IN,Clay County,"26,466","26,410"
18023,IN,Clinton County,"33,190","33,065"
18025,IN,Crawford County,"10,526","10,514"
18027,IN,Daviess County,"33,381","33,397"
18029,IN,Dearborn County,"50,679","50,816"
18031,IN,Decatur County,"26,472","26,320"
18033,IN,DeKalb County,"43,265","43,333"
18035,IN,Delaware County,"111,903","111,871"
18037,IN,Dubois County,"43,637","43,549"
18039,IN,Elkhart County,"207,047","206,921"
18041,IN,Fayette County,"23,398","23,360"
18043,IN,Floyd County,"80,484","80,454"
18045,IN,Fountain County,"16,479","16,427"
18047,IN,Franklin County,"22,785","22,842"
18049,IN,Fulton County,"20,480","20,386"
18051,IN,Gibson County,"33,011","32,924"
18053,IN,Grant County,"66,674","66,263"
18055,IN,Greene County,"30,803","30,786"
18057,IN,Hamilton County,"347,467","356,650"
18059,IN,Hancock County,"79,840","81,789"
18061,IN,Harrison County,"39,654","39,761"
18063,IN,Hendricks County,"174,788","179,355"
18065,IN,Henry County,"48,914","48,935"
18067,IN,Howard County,"83,658","83,687"
18069,IN,Huntington County,"36,662","36,717"
18071,IN,Jackson County,"46,428","46,067"
18073,IN,Jasper County,"32,918","33,091"
18075,IN,Jay County,"20,478","20,248"
18077,IN,Jefferson County,"33,147","33,141"
18079,IN,Jennings County,"27,613","27,409"
18081,IN,Johnson County,"161,765","164,298"
18083,IN,Knox County,"36,282","35,956"
18085,IN,Kosciusko County,"80,240","80,106"
18087,IN,LaGrange County,"40,446","40,524"
18089,IN,Lake County,"498,700","498,558"
18091,IN,LaPorte County,"112,417","112,390"
18093,IN,Lawrence County,"45,011","45,070"
18095,IN,Madison County,"130,129","130,782"
18097,IN,Marion County,"977,203","971,102"
18099,IN,Marshall County,"46,095","46,121"
18101,IN,Martin County,"9,812","9,780"
18103,IN,Miami County,"35,962","36,081"
18105,IN,Monroe County,"139,718","139,875"
18107,IN,Montgomery County,"37,936","38,063"
18109,IN,Morgan County,"71,780","72,206"
18111,IN,Newton County,"13,830","13,808"
18113,IN,Noble County,"47,457","47,227"
18115,IN,Ohio County,"5,940","5,978"
18117,IN,Orange County,"19,867","19,830"
18119,IN,Owen County,"21,321","21,446"
18121,IN,Parke County,"16,156","16,407"
18123,IN,Perry County,"19,170","19,316"
18125,IN,Pike County,"12,250","12,144"
18127,IN,Porter County,"173,215","174,243"
18129,IN,Posey County,"25,222","25,116"
18131,IN,Pulaski County,"12,514","12,339"
18133,IN,Putnam County,"36,726","36,979"
18135,IN,Randolph County,"24,502","24,387"
18137,IN,Ripley County,"28,995","29,081"
18139,IN,Rush County,"16,752","16,672"
18141,IN,St. Joseph County,"272,912","272,212"
18143,IN,Scott County,"24,384","24,355"
18145,IN,Shelby County,"45,055","45,039"
18147,IN,Spencer County,"19,810","19,798"
18149,IN,Starke County,"23,371","23,372"
18151,IN,Steuben County,"34,435","34,632"
18153,IN,Sullivan County,"20,817","20,758"
18155,IN,Switzerland County,"9,737","9,790"
18157,IN,Tippecanoe County,"186,251","187,076"
18159,IN,Tipton County,"15,359","15,372"
18161,IN,Union County,"7,087","7,047"
18163,IN,Vanderburgh County,"180,136","179,987"
18165,IN,Vermillion County,"15,439","15,341"
18167,IN,Vigo County,"106,153","105,994"
18169,IN,Wabash County,"30,976","30,816"
18171,IN,Warren County,"8,440","8,475"
18173,IN,Warrick County,"63,898","64,514"
18175,IN,Washington County,"28,182","28,102"
18177,IN,Wayne County,"66,553","66,456"
18179,IN,Wells County,"28,180","28,197"
18181,IN,White County,"24,688","24,651"
18183,IN,Whitley County,"34,191","34,430"
19000,IA,Iowa,"3,190,369","3,193,079"
19001,IA,Adair County,"7,496","7,541"
19003,IA,Adams County,"3,704","3,641"
19005,IA,Allamakee County,"14,061","13,926"
19007,IA,Appanoose County,"12,317","12,257"
19009,IA,Audubon County,"5,674","5,635"
19011,IA,Benton County,"25,575","25,691"
19013,IA,Black Hawk County,"131,144","130,368"
19015,IA,Boone County,"26,715","26,723"
19017,IA,Bremer County,"24,988","25,081"
19019,IA,Buchanan County,"20,565","20,657"
19021,IA,Buena Vista County,"20,823","20,771"
19023,IA,Butler County,"14,334","14,332"
19025,IA,Calhoun County,"9,927","9,915"
19027,IA,Carroll County,"20,760","20,692"
19029,IA,Cass County,"13,127","13,050"
19031,IA,Cedar County,"18,505","18,410"
19033,IA,Cerro Gordo County,"43,127","42,706"
19035,IA,Cherokee County,"11,658","11,503"
19037,IA,Chickasaw County,"12,012","11,887"
19039,IA,Clarke County,"9,748","9,785"
19041,IA,Clay County,"16,384","16,440"
19043,IA,Clayton County,"17,043","16,998"
19045,IA,Clinton County,"46,460","46,463"
19047,IA,Crawford County,"16,525","16,193"
19049,IA,Dallas County,"99,678","103,796"
19051,IA,Davis County,"9,110","9,138"
19053,IA,Decatur County,"7,645","7,659"
19055,IA,Delaware County,"17,488","17,510"
19057,IA,Des Moines County,"38,910","38,491"
19059,IA,Dickinson County,"17,703","17,851"
19061,IA,Dubuque County,"99,266","98,718"
19063,IA,Emmet County,"9,388","9,321"
19065,IA,Fayette County,"19,509","19,258"
19067,IA,Floyd County,"15,627","15,413"
19069,IA,Franklin County,"10,019","9,952"
19071,IA,Fremont County,"6,605","6,567"
19073,IA,Greene County,"8,771","8,717"
19075,IA,Grundy County,"12,329","12,347"
19077,IA,Guthrie County,"10,623","10,567"
19079,IA,Hamilton County,"15,039","14,887"
19081,IA,Hancock County,"10,795","10,663"
19083,IA,Hardin County,"16,878","16,708"
19085,IA,Harrison County,"14,582","14,669"
19087,IA,Henry County,"20,482","20,387"
19089,IA,Howard County,"9,469","9,478"
19091,IA,Humboldt County,"9,597","9,634"
19093,IA,Ida County,"7,005","6,956"
19095,IA,Iowa County,"16,662","16,568"
19097,IA,Jackson County,"19,485","19,368"
19099,IA,Jasper County,"37,813","37,764"
19101,IA,Jefferson County,"15,663","15,647"
19103,IA,Johnson County,"152,854","154,748"
19105,IA,Jones County,"20,646","20,805"
19107,IA,Keokuk County,"10,033","9,914"
19109,IA,Kossuth County,"14,828","14,529"
19111,IA,Lee County,"33,555","33,215"
19113,IA,Linn County,"230,299","228,939"
19115,IA,Louisa County,"10,837","10,749"
19117,IA,Lucas County,"8,634","8,710"
19119,IA,Lyon County,"11,934","12,011"
19121,IA,Madison County,"16,548","16,773"
19123,IA,Mahaska County,"22,190","21,984"
19125,IA,Marion County,"33,414","33,380"
19127,IA,Marshall County,"40,105","39,853"
19129,IA,Mills County,"14,484","14,465"
19131,IA,Mitchell County,"10,565","10,555"
19133,IA,Monona County,"8,751","8,574"
19135,IA,Monroe County,"7,577","7,610"
19137,IA,Montgomery County,"10,330","10,322"
19139,IA,Muscatine County,"43,235","42,688"
19141,IA,O'Brien County,"14,182","14,015"
19143,IA,Osceola County,"6,192","6,159"
19145,IA,Page County,"15,211","15,197"
19147,IA,Palo Alto County,"8,996","8,906"
19149,IA,Plymouth County,"25,698","25,650"
19151,IA,Pocahontas County,"7,078","7,074"
19153,IA,Polk County,"492,401","496,844"
19155,IA,Pottawattamie County,"93,667","93,304"
19157,IA,Poweshiek County,"18,662","18,586"
19159,IA,Ringgold County,"4,663","4,639"
19161,IA,Sac County,"9,814","9,752"
19163,IA,Scott County,"174,669","174,170"
19165,IA,Shelby County,"11,746","11,770"
19167,IA,Sioux County,"35,872","35,893"
19169,IA,Story County,"98,537","99,472"
19171,IA,Tama County,"17,135","16,867"
19173,IA,Taylor County,"5,896","5,868"
19175,IA,Union County,"12,138","12,018"
19177,IA,Van Buren County,"7,203","7,243"
19179,IA,Wapello County,"35,437","35,256"
19181,IA,Warren County,"52,403","53,402"
19183,IA,Washington County,"22,565","22,491"
19185,IA,Wayne County,"6,497","6,508"
19187,IA,Webster County,"36,999","37,147"
19189,IA,Winnebago County,"10,679","10,656"
19191,IA,Winneshiek County,"20,070","19,892"
19193,IA,Woodbury County,"105,941","105,607"
19195,IA,Worth County,"7,443","7,385"
19197,IA,Wright County,"12,943","12,785"
20000,KS,Kansas,"2,937,880","2,934,582"
20001,KS,Allen County,"12,526","12,464"
20003,KS,Anderson County,"7,836","7,778"
20005,KS,Atchison County,"16,348","16,239"
20007,KS,Barber County,"4,228","4,110"
20009,KS,Barton County,"25,493","25,216"
20011,KS,Bourbon County,"14,360","14,323"
20013,KS,Brown County,"9,508","9,455"
20015,KS,Butler County,"67,380","67,889"
20017,KS,Chase County,"2,572","2,598"
20019,KS,Chautauqua County,"3,379","3,395"
20021,KS,Cherokee County,"19,362","19,130"
20023,KS,Cheyenne County,"2,616","2,633"
20025,KS,Clark County,"1,991","1,977"
20027,KS,Clay County,"8,117","8,077"
20029,KS,Cloud County,"9,032","8,928"
20031,KS,Coffey County,"8,360","8,338"
20033,KS,Comanche County,"1,689","1,670"
20035,KS,Cowley County,"34,549","34,496"
20037,KS,Crawford County,"38,972","39,110"
20039,KS,Decatur County,"2,764","2,751"
20041,KS,Dickinson County,"18,402","18,459"
20043,KS,Doniphan County,"7,510","7,471"
20045,KS,Douglas County,"118,785","119,363"
20047,KS,Edwards County,"2,907","2,832"
20049,KS,Elk County,"2,483","2,441"
20051,KS,Ellis County,"28,934","28,790"
20053,KS,Ellsworth County,"6,376","6,336"
20055,KS,Finney County,"38,470","38,107"
20057,KS,Ford County,"34,287","34,159"
20059,KS,Franklin County,"25,996","25,986"
20061,KS,Geary County,"36,739","35,934"
20063,KS,Gove County,"2,718","2,755"
20065,KS,Graham County,"2,415","2,400"
20067,KS,Grant County,"7,352","7,324"
20069,KS,Gray County,"5,653","5,644"
20071,KS,Greeley County,"1,284","1,304"
20073,KS,Greenwood County,"6,016","5,939"
20075,KS,Hamilton County,"2,518","2,484"
20077,KS,Harper County,"5,485","5,331"
20079,KS,Harvey County,"34,024","33,817"
20081,KS,Haskell County,"3,780","3,668"
20083,KS,Hodgeman County,"1,723","1,710"
20085,KS,Jackson County,"13,232","13,261"
20087,KS,Jefferson County,"18,368","18,411"
20089,KS,Jewell County,"2,932","2,937"
20091,KS,Johnson County,"609,863","613,219"
20093,KS,Kearny County,"3,983","3,891"
20095,KS,Kingman County,"7,470","7,392"
20097,KS,Kiowa County,"2,460","2,392"
20099,KS,Labette County,"20,184","19,912"
20101,KS,Lane County,"1,574","1,565"
20103,KS,Leavenworth County,"81,881","82,184"
20105,KS,Lincoln County,"2,939","2,903"
20107,KS,Linn County,"9,591","9,747"
20109,KS,Logan County,"2,762","2,722"
20111,KS,Lyon County,"32,179","31,998"
20113,KS,McPherson County,"30,223","30,146"
20115,KS,Marion County,"11,823","11,712"
20117,KS,Marshall County,"10,038","9,979"
20119,KS,Meade County,"4,055","4,022"
20121,KS,Miami County,"34,191","34,593"
20123,KS,Mitchell County,"5,796","5,748"
20125,KS,Montgomery County,"31,486","31,156"
20127,KS,Morris County,"5,386","5,356"
20129,KS,Morton County,"2,701","2,692"
20131,KS,Nemaha County,"10,273","10,216"
20133,KS,Neosho County,"15,904","15,784"
20135,KS,Ness County,"2,687","2,672"
20137,KS,Norton County,"5,459","5,342"
20139,KS,Osage County,"15,766","15,768"
20141,KS,Osborne County,"3,500","3,498"
20143,KS,Ottawa County,"5,735","5,838"
20145,KS,Pawnee County,"6,253","6,225"
20147,KS,Phillips County,"4,981","4,815"
20149,KS,Pottawatomie County,"25,348","25,790"
20151,KS,Pratt County,"9,157","9,181"
20153,KS,Rawlins County,"2,561","2,549"
20155,KS,Reno County,"61,898","61,414"
20157,KS,Republic County,"4,674","4,662"
20159,KS,Rice County,"9,427","9,390"
20161,KS,Riley County,"71,959","72,208"
20163,KS,Rooks County,"4,919","4,831"
20165,KS,Rush County,"2,956","2,953"
20167,KS,Russell County,"6,691","6,703"
20169,KS,Saline County,"54,303","53,888"
20171,KS,Scott County,"5,151","5,131"
20173,KS,Sedgwick County,"523,824","523,828"
20175,KS,Seward County,"21,964","21,747"
20177,KS,Shawnee County,"178,909","178,264"
20179,KS,Sheridan County,"2,447","2,478"
20181,KS,Sherman County,"5,927","5,895"
20183,KS,Smith County,"3,570","3,576"
20185,KS,Stafford County,"4,072","4,034"
20187,KS,Stanton County,"2,084","2,044"
20189,KS,Stevens County,"5,250","5,293"
20191,KS,Sumner County,"22,382","22,385"
20193,KS,Thomas County,"7,930","7,877"
20195,KS,Trego County,"2,808","2,793"
20197,KS,Wabaunsee County,"6,877","6,966"
20199,KS,Wallace County,"1,512","1,508"
20201,KS,Washington County,"5,530","5,511"
20203,KS,Wichita County,"2,152","2,082"
20205,KS,Wilson County,"8,624","8,526"
20207,KS,Woodson County,"3,115","3,102"
20209,KS,Wyandotte County,"169,245","167,046"
21000,KY,Kentucky,"4,505,836","4,509,394"
21001,KY,Adair County,"18,903","18,932"
21003,KY,Allen County,"20,588","20,797"
21005,KY,Anderson County,"23,852","24,035"
21007,KY,Ballard County,"7,728","7,695"
21009,KY,Barren County,"44,485","44,544"
21011,KY,Bath County,"12,750","12,778"
21013,KY,Bell County,"24,097","23,858"
21015,KY,Boone County,"135,968","137,412"
21017,KY,Bourbon County,"20,252","20,229"
21019,KY,Boyd County,"48,261","47,899"
21021,KY,Boyle County,"30,614","30,747"
21023,KY,Bracken County,"8,400","8,439"
21025,KY,Breathitt County,"13,718","13,553"
21027,KY,Breckinridge County,"20,432","20,651"
21029,KY,Bullitt County,"82,217","82,918"
21031,KY,Butler County,"12,371","12,294"
21033,KY,Caldwell County,"12,649","12,624"
21035,KY,Calloway County,"37,103","37,560"
21037,KY,Campbell County,"93,076","93,050"
21039,KY,Carlisle County,"4,826","4,791"
21041,KY,Carroll County,"10,810","10,863"
21043,KY,Carter County,"26,627","26,412"
21045,KY,Casey County,"15,941","15,866"
21047,KY,Christian County,"72,748","72,357"
21049,KY,Clark County,"36,972","36,871"
21051,KY,Clay County,"20,345","20,206"
21053,KY,Clinton County,"9,253","9,265"
21055,KY,Crittenden County,"8,990","8,947"
21057,KY,Cumberland County,"5,888","5,879"
21059,KY,Daviess County,"103,312","103,063"
21061,KY,Edmonson County,"12,126","12,291"
21063,KY,Elliott County,"7,354","7,381"
21065,KY,Estill County,"14,163","14,092"
21067,KY,Fayette County,"322,570","321,793"
21069,KY,Fleming County,"15,082","15,224"
21071,KY,Floyd County,"35,942","35,274"
21073,KY,Franklin County,"51,541","51,682"
21075,KY,Fulton County,"6,515","6,512"
21077,KY,Gallatin County,"8,690","8,775"
21079,KY,Garrard County,"16,953","17,362"
21081,KY,Grant County,"24,941","25,244"
21083,KY,Graves County,"36,649","36,615"
21085,KY,Grayson County,"26,420","26,524"
21087,KY,Green County,"11,107","11,291"
21089,KY,Greenup County,"35,962","35,649"
21091,KY,Hancock County,"9,095","9,064"
21093,KY,Hardin County,"110,702","111,607"
21095,KY,Harlan County,"26,831","26,164"
21097,KY,Harrison County,"18,692","18,950"
21099,KY,Hart County,"19,288","19,460"
21101,KY,Henderson County,"44,793","44,329"
21103,KY,Henry County,"15,678","15,657"
21105,KY,Hickman County,"4,521","4,424"
21107,KY,Hopkins County,"45,423","45,138"
21109,KY,Jackson County,"12,955","12,984"
21111,KY,Jefferson County,"782,969","777,874"
21113,KY,Jessamine County,"52,991","53,626"
21115,KY,Johnson County,"22,680","22,556"
21117,KY,Kenton County,"169,064","169,495"
21119,KY,Knott County,"14,251","14,053"
21121,KY,Knox County,"30,193","29,909"
21123,KY,Larue County,"14,867","15,028"
21125,KY,Laurel County,"62,613","62,561"
21127,KY,Lawrence County,"16,293","16,290"
21129,KY,Lee County,"7,395","7,451"
21131,KY,Leslie County,"10,513","10,278"
21133,KY,Letcher County,"21,548","21,253"
21135,KY,Lewis County,"13,080","12,987"
21137,KY,Lincoln County,"24,275","24,243"
21139,KY,Livingston County,"8,888","8,959"
21141,KY,Logan County,"27,432","27,771"
21143,KY,Lyon County,"8,680","8,803"
21145,KY,McCracken County,"67,875","67,454"
21147,KY,McCreary County,"16,888","16,892"
21149,KY,McLean County,"9,152","9,100"
21151,KY,Madison County,"92,701","94,666"
21153,KY,Magoffin County,"11,637","11,497"
21155,KY,Marion County,"19,581","19,725"
21157,KY,Marshall County,"31,659","31,748"
21159,KY,Martin County,"11,287","11,140"
21161,KY,Mason County,"17,120","16,931"
21163,KY,Meade County,"30,003","30,131"
21165,KY,Menifee County,"6,113","6,194"
21167,KY,Mercer County,"22,641","22,850"
21169,KY,Metcalfe County,"10,286","10,349"
21171,KY,Monroe County,"11,338","11,233"
21173,KY,Montgomery County,"28,114","28,219"
21175,KY,Morgan County,"13,726","13,820"
21177,KY,Muhlenberg County,"30,928","30,694"
21179,KY,Nelson County,"46,738","47,098"
21181,KY,Nicholas County,"7,537","7,712"
21183,KY,Ohio County,"23,772","23,688"
21185,KY,Oldham County,"67,607","68,685"
21187,KY,Owen County,"11,278","11,294"
21189,KY,Owsley County,"4,051","3,953"
21191,KY,Pendleton County,"14,644","14,607"
21193,KY,Perry County,"28,473","27,929"
21195,KY,Pike County,"58,669","57,391"
21197,KY,Powell County,"13,129","13,133"
21199,KY,Pulaski County,"65,034","65,423"
21201,KY,Robertson County,"2,193","2,257"
21203,KY,Rockcastle County,"16,037","16,115"
21205,KY,Rowan County,"24,662","24,861"
21207,KY,Russell County,"17,991","18,156"
21209,KY,Scott County,"57,155","58,252"
21211,KY,Shelby County,"48,065","48,461"
21213,KY,Simpson County,"19,594","19,718"
21215,KY,Spencer County,"19,490","19,916"
21217,KY,Taylor County,"26,023","26,235"
21219,KY,Todd County,"12,243","12,285"
21221,KY,Trigg County,"14,061","14,192"
21223,KY,Trimble County,"8,474","8,530"
21225,KY,Union County,"13,668","13,544"
21227,KY,Warren County,"134,554","137,212"
21229,KY,Washington County,"12,027","12,072"
21231,KY,Wayne County,"19,555","19,540"
21233,KY,Webster County,"13,017","12,813"
21235,KY,Whitley County,"36,712","36,939"
21237,KY,Wolfe County,"6,562","6,507"
21239,KY,Woodford County,"26,871","27,075"
22000,LA,Louisiana,"4,657,757","4,624,047"
22001,LA,Acadia Parish,"57,576","57,288"
22003,LA,Allen Parish,"22,750","22,687"
22005,LA,Ascension Parish,"126,500","128,369"
22007,LA,Assumption Parish,"21,039","20,689"
22009,LA,Avoyelles Parish,"39,693","39,236"
22011,LA,Beauregard Parish,"36,549","36,584"
22013,LA,Bienville Parish,"12,981","12,776"
22015,LA,Bossier Parish,"128,746","129,144"
22017,LA,Caddo Parish,"237,848","233,092"
22019,LA,Calcasieu Parish,"216,785","205,282"
22021,LA,Caldwell Parish,"9,645","9,571"
22023,LA,Cameron Parish,"5,617","5,080"
22025,LA,Catahoula Parish,"8,906","8,805"
22027,LA,Claiborne Parish,"14,170","14,038"
22029,LA,Concordia Parish,"18,687","18,376"
22031,LA,De Soto Parish,"26,812","26,919"
22033,LA,East Baton Rouge Parish,"456,781","453,301"
22035,LA,East Carroll Parish,"7,459","7,220"
22037,LA,East Feliciana Parish,"19,539","19,338"
22039,LA,Evangeline Parish,"32,350","32,215"
22041,LA,Franklin Parish,"19,774","19,668"
22043,LA,Grant Parish,"22,169","22,236"
22045,LA,Iberia Parish,"69,929","68,975"
22047,LA,Iberville Parish,"30,241","29,824"
22049,LA,Jackson Parish,"15,031","14,876"
22051,LA,Jefferson Parish,"440,781","433,688"
22053,LA,Jefferson Davis Parish,"32,250","32,345"
22055,LA,Lafayette Parish,"241,753","244,205"
22057,LA,Lafourche Parish,"97,557","97,504"
22059,LA,LaSalle Parish,"14,791","14,834"
22061,LA,Lincoln Parish,"48,396","48,152"
22063,LA,Livingston Parish,"142,282","145,830"
22065,LA,Madison Parish,"10,017","9,799"
22067,LA,Morehouse Parish,"25,629","25,025"
22069,LA,Natchitoches Parish,"37,515","37,026"
22071,LA,Orleans Parish,"383,997","376,971"
22073,LA,Ouachita Parish,"160,368","158,768"
22075,LA,Plaquemines Parish,"23,515","23,303"
22077,LA,Pointe Coupee Parish,"20,758","20,356"
22079,LA,Rapides Parish,"130,023","128,654"
22081,LA,Red River Parish,"7,620","7,564"
22083,LA,Richland Parish,"20,043","19,805"
22085,LA,Sabine Parish,"22,155","22,135"
22087,LA,St. Bernard Parish,"43,764","44,258"
22089,LA,St. Charles Parish,"52,549","52,282"
22091,LA,St. Helena Parish,"10,920","10,912"
22093,LA,St. James Parish,"20,192","19,742"
22095,LA,St. John the Baptist Parish,"42,477","42,094"
22097,LA,St. Landry Parish,"82,540","82,071"
22099,LA,St. Martin Parish,"51,767","51,540"
22101,LA,St. Mary Parish,"49,406","48,232"
22103,LA,St. Tammany Parish,"264,570","269,388"
22105,LA,Tangipahoa Parish,"133,157","135,217"
22107,LA,Tensas Parish,"4,147","4,043"
22109,LA,Terrebonne Parish,"109,580","108,708"
22111,LA,Union Parish,"21,107","21,091"
22113,LA,Vermilion Parish,"57,359","57,204"
22115,LA,Vernon Parish,"48,750","48,027"
22117,LA,Washington Parish,"45,463","45,133"
22119,LA,Webster Parish,"36,967","36,184"
22121,LA,West Baton Rouge Parish,"27,199","27,792"
22123,LA,West Carroll Parish,"9,751","9,594"
22125,LA,West Feliciana Parish,"15,310","15,494"
22127,LA,Winn Parish,"13,755","13,488"
23000,ME,Maine,"1,362,359","1,372,247"
23001,ME,Androscoggin County,"111,139","111,034"
23003,ME,Aroostook County,"67,105","66,859"
23005,ME,Cumberland County,"303,069","305,231"
23007,ME,Franklin County,"29,456","29,687"
23009,ME,Hancock County,"55,478","56,192"
23011,ME,Kennebec County,"123,642","124,486"
23013,ME,Knox County,"40,607","41,084"
23015,ME,Lincoln County,"35,237","35,828"
23017,ME,Oxford County,"57,777","58,629"
23019,ME,Penobscot County,"152,199","152,765"
23021,ME,Piscataquis County,"16,800","17,165"
23023,ME,Sagadahoc County,"36,699","37,071"
23025,ME,Somerset County,"50,477","50,592"
23027,ME,Waldo County,"39,607","39,912"
23029,ME,Washington County,"31,095","31,121"
23031,ME,York County,"211,972","214,591"
24000,MD,Maryland,"6,177,224","6,165,129"
24001,MD,Allegany County,"68,106","67,729"
24003,MD,Anne Arundel County,"588,261","590,336"
24005,MD,Baltimore County,"854,535","849,316"
24009,MD,Calvert County,"92,783","93,928"
24011,MD,Caroline County,"33,293","33,386"
24013,MD,Carroll County,"172,891","173,873"
24015,MD,Cecil County,"103,725","103,905"
24017,MD,Charles County,"166,617","168,698"
24019,MD,Dorchester County,"32,531","32,489"
24021,MD,Frederick County,"271,717","279,835"
24023,MD,Garrett County,"28,806","28,702"
24025,MD,Harford County,"260,924","262,977"
24027,MD,Howard County,"332,317","334,529"
24029,MD,Kent County,"19,198","19,270"
24031,MD,Montgomery County,"1,062,061","1,054,827"
24033,MD,Prince George's County,"967,201","955,306"
24035,MD,Queen Anne's County,"49,874","50,798"
24037,MD,St. Mary's County,"113,777","114,468"
24039,MD,Somerset County,"24,620","24,584"
24041,MD,Talbot County,"37,526","37,626"
24043,MD,Washington County,"154,705","154,937"
24045,MD,Wicomico County,"103,588","103,980"
24047,MD,Worcester County,"52,460","53,132"
24510,MD,Baltimore city,"585,708","576,498"
25000,MA,Massachusetts,"7,029,917","6,984,723"
25001,MA,Barnstable County,"228,996","232,411"
25003,MA,Berkshire County,"129,026","128,657"
